"","item","cond","P1","P2","Stimulus"
"163",21,3,"There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do. Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought."
"164",21,4,"There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do. Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought."
"165",21,5,"Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought. There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do."
"166",21,6,"Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do."
"167",21,7,"Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere below the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought. There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team’s funding was better than the Norwegians but they still share their findings with everyone just as the British do."
"168",21,8,"Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.","There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do.","Dogger Bank in the North Sea is thought to be one of the most significant locations for evidence of early Neolithic settlements. There is only one problem; it is very much under water. A team of divers and archaeologists was performing a preliminary study of the area. They had sent down divers and a remote control submarine. The submarine was somewhere above the divers who were looking adjusting to the pressure before they dove lower. They hadn’t found much at this point at least nothing that was from the time period they had been hoping for. Somewhere above the submarine there was a basket attached to ropes. If the divers found anything, they could place it in the basket and the item could then be hauled up. For the most part the diving teams had been finding plastic, this was going to be a lot harder than everyone thought.There were are a few  teams hoping to find Archaeological evidence of Dogger bank settlements that operate in the north sea. The Norwegians have much more funding than the British. Their equipment is proof of this as it’s some of the most modern equipment on the market. This didn’t mean that anyone was actively working against each other though. As in all sciences, working together is key. The Danish team's also have less funding than the Norwegians but they still share their findings with everyone just as the British do."
"169",22,1,"The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy. The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it."
"170",22,2,"The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy. The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it."
"171",22,3,"The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy. The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it."
"172",22,4,"The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy. The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it."
"173",22,5,"The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it. The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy."
"174",22,6,"The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it. The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy."
"175",22,7,"The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the right of the pool’s ladder. Hopefully no one would trip over it. The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party and was actually more skilled than Sammy."
"176",22,8,"The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it.","The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy.","The community pool was having its annual party. The whole neighbourhood was invited and entry was free. It was always a great success. To the right of the pool’s ladder was the water filter which had been inspected and cleaned before the event. Staff wanted to be sure that everything was up to scratch. The pool was in a better condition than ever this year due to refurbishments that had finished just before summer, the whole staff were very pleased with the results. Though one thing that was overlooked was a small paving slab that had come loose somewhere to the left of the pool’s ladder. Hopefully no one would trip over it. The catering company hired to provide food for the big pool party was having problems. Many of their usual staff had called in sick. This meant that the company were now desperately scrambling to get their best staff to come in. Amanda wasn't as skilled as Sammy who was always eager to help out. Besides, Sammy always needed the money. There was of course the option of asking Jess to come in. This would be difficult as Jess considered herself to be too skilled for pool party but actually wasn’t as skilled as Sammy."
"177",23,1,"Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that Geraldine was planning on giving.","The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. Behind the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success.","Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that Geraldine was planning on giving. The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. Behind the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success."
"178",23,2,"Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that Geraldine was planning on giving.","The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. In front of the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success.","Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that Geraldine was planning on giving. The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. In front of the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success."
"179",23,3,"Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that Geraldine was planning on giving.","The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. In front of the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success.","Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery was also able to double the amount that Geraldine was planning on giving. The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. In front of the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success."
"180",23,4,"Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that Geraldine was planning on giving.","The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. Behind the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success.","Three business owners from Innsmouth were looking to support the local communities growing art community. They were planning to invest in the gallery. Fred who owned a small Café by the beach was hoping to get his hands on some driftwood pieces that he could display at his café. He wasn’t going to be able to pledge as much Money as Geraldine who was trying to be elected as Mayor. Simon was also looking to pledge a decent amount of money to the gallery but was also not really able to match the amount that Geraldine was planning on giving. The art gallery of Innsmouth was holding a special exhibition for up and coming local artists. With Innsmouth only being a small town word had gotten around quickly and as such almost the entire town was there. The Local artist’s work was on display throughout a large hall with visitors walking past paintings and sculptures. A sculpture made of driftwood stood behind a smaller sculpture of a Whale at the centre of the hall and seemed to be generating a lot of interest from the locals. Behind the sculpture of a Whale stood a horrible piece made from washed up plastic bottles, which was not very popular among the locals. Overall the exhibition was looking to be a grand success."
